product_id,category,selling_price,original_price,discount,units_sold,sales_volume,date,inventory_level,stock_status,location,ratings,day,month,year,week,price_diff,discount_ratio,day_of_week,is_weekend,quarter,lag_1,lag_7,rolling_mean_7,avg_sales_per_day
1738,2,0.42037020782305046,-0.005424775287374346,15.0,4,1200.0,2023-01-01 00:00:00,-0.10881593068442957,1,2,4.27,1,1,2023,52,-0.5073769551035595,0.15,6,1,1,0.0,0.0,-0.3896295058272048,0.0
1652,0,1.645771122357021,-0.005424775287374346,15.0,3,1500.0,2023-01-01 00:00:00,-0.10881593068442957,1,2,4.27,1,1,2023,52,-1.973204004998842,0.15,6,1,1,0.0,0.0,-0.3896295058272048,0.0
3308,5,0.3239144476418301,-0.005424775287374346,15.0,1,284.25727302188227,2023-01-01 00:00:00,2.6818968070025373,0,3,4.47,1,1,2023,52,-0.39199637988535363,0.15,6,1,1,0.0,0.0,-0.3896295058272048,0.0
431,2,0.42037020782305046,-0.005424775287374346,15.0,3,900.0,2023-01-01 00:00:00,-0.10881593068442957,1,2,4.27,1,1,2023,52,-0.5073769551035595,0.15,6,1,1,0.0,0.0,-0.3896295058272048,0.0
3307,5,-0.3523997588104447,-0.005424775287374346,15.0,1,173.87475274940766,2023-01-01 01:00:00,1.9538847884755024,0,1,4.06,1,1,2023,52,0.4170120403696847,0.15,6,1,1,0.0,0.0,-0.3896295058272048,0.0
3308,5,0.6029271823995782,-0.005424775287374346,15.0,1,329.7954689622466,2023-01-01 02:00:00,0.9832020971061226,0,0,3.99,1,1,2023,52,-0.7257519769494416,0.15,6,1,1,1.0,0.0,-0.3896295058272048,0.0
3308,5,1.4631939330374286,-0.005424775287374346,15.0,1,470.2012317513198,2023-01-01 03:00:00,0.6191960878426053,0,0,4.31,1,1,2023,52,-1.7548048022364617,0.15,6,1,1,1.0,0.0,-0.3896295058272048,0.0
3307,5,2.1339795615381734,-0.005424775287374346,15.0,1,579.6814223640141,2023-01-01 04:00:00,-0.10881593068442957,0,0,3.77,1,1,2023,52,-2.5571999263753558,0.15,6,1,1,1.0,0.0,-0.3896295058272048,0.0
3307,5,0.6651768849508558,-0.005424775287374346,15.0,1,339.9553606047221,2023-01-01 05:00:00,1.4685434427908124,0,3,3.51,1,1,2023,52,-0.8002151969171695,0.15,6,1,1,1.0,0.0,-0.3896295058272048,0.0
3308,5,-0.7801456247555378,-0.005424775287374346,15.0,1,104.06154127359152,2023-01-01 06:00:00,2.4392261341601924,0,1,4.41,1,1,2023,52,0.9286825094762399,0.15,6,1,1,1.0,0.0,-0.3896295058272048,0.0
3308,5,0.02708920231981241,-0.005424775287374346,15.0,1,235.81186355605,2023-01-01 07:00:00,1.9538847884755024,0,0,3.59,1,1,2023,52,-0.03693342169400419,0.15,6,1,1,1.0,0.0,-0.3896295058272048,0.0
3307,5,1.6544256234362105,-0.005424775287374346,15.0,1,501.4125174833056,2023-01-01 08:00:00,-1.0794986220538094,0,0,3.74,1,1,2023,52,-1.9835565366762387,0.15,6,1,1,1.0,0.0,2.5665407394569497,0.0
3308,5,1.0269030052111539,-0.005424775287374346,15.0,1,398.9933645706103,2023-01-01 09:00:00,-2.050181313423189,0,0,3.85,1,1,2023,52,-1.232912712842289,0.15,6,1,1,1.0,0.0,2.5665407394569497,0.0
3307,5,2.6830645808601816,-0.005424775287374346,15.0,1,669.2986264658781,2023-01-01 10:00:00,-0.7154926127902919,0,3,4.69,1,1,2023,52,-3.214016535917849,0.15,6,1,1,1.0,0.0,2.5665407394569497,0.0
3308,5,1.1249151053310171,-0.005424775287374346,15.0,1,414.9901047325251,2023-01-01 11:00:00,1.83254945205433,0,0,4.14,1,1,2023,52,-1.3501549850396937,0.15,6,1,1,1.0,0.0,2.5665407394569497,0.0
3307,5,1.5870175704764673,-0.005424775287374346,15.0,1,490.41072171830416,2023-01-01 12:00:00,-1.807510640580844,0,0,4.12,1,1,2023,52,-1.9029228875274264,0.15,6,1,1,1.0,0.0,2.5665407394569497,0.0
3308,5,0.3973502918454703,-0.005424775287374346,15.0,1,296.24287599192223,2023-01-01 13:00:00,0.13385474215791535,0,1,4.22,1,1,2023,52,-0.4798404850993027,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
3308,5,0.5863438067606218,-0.005424775287374346,15.0,1,327.0888648717375,2023-01-01 14:00:00,-1.2008339584749819,0,0,4.95,1,1,2023,52,-0.7059149095033141,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
3308,5,1.3096244643193455,-0.005424775287374346,15.0,1,445.1368684239125,2023-01-01 15:00:00,-1.3221692948961543,0,3,4.51,1,1,2023,52,-1.571104693467877,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
3308,5,0.08054307901164223,-0.005424775287374346,15.0,1,244.5361718306458,2023-01-01 16:00:00,0.6191960878426053,0,0,3.93,1,1,2023,52,-0.1008750569966429,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
3307,5,-1.1278361786270221,-0.005424775287374346,15.0,1,47.31430863361691,2023-01-01 17:00:00,-1.0794986220538094,0,1,4.71,1,1,2023,52,1.3445906525281162,0.15,6,1,1,1.0,0.0,2.5665407394569497,0.0
3308,5,-0.6223953435617033,-0.005424775287374346,15.0,1,129.8082629093964,2023-01-01 18:00:00,-1.9288459770020165,0,1,4.31,1,1,2023,52,0.7399813043768054,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
3308,5,0.9285936590471016,-0.005424775287374346,15.0,1,382.9481103198511,2023-01-01 19:00:00,-1.9288459770020165,0,1,4.82,1,1,2023,52,-1.1153148743262382,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
3308,5,-0.910581881656441,-0.005424775287374346,15.0,1,82.77279318243978,2023-01-01 20:00:00,2.6818968070025373,0,3,4.95,1,1,2023,52,1.084710623528324,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
3307,5,-1.0251667967570615,-0.005424775287374346,15.0,1,64.07117255500656,2023-01-01 21:00:00,-1.4435046313173268,0,1,4.48,1,1,2023,52,1.22177733049118,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
3307,5,0.9758981506547797,-0.005424775287374346,15.0,1,390.6687658288554,2023-01-01 22:00:00,-0.8368279492114644,0,0,3.97,1,1,2023,52,-1.171900602766346,0.15,6,1,1,1.0,1.0,2.5665407394569497,0.0
